rms,freq,temp,voltaje,corriente,fs,window,label
2.3686668543015217,1.0416666666666667,27.350000000000023,12.0,1.5,50,16,Normal
2.195024829016747,3.125,27.55000000000001,12.0,1.5,50,16,Normal
2.8380720568724116,6.25,27.610000000000014,12.0,1.5,50,16,Normal
2.7124584789448853,3.125,27.55000000000001,12.0,1.5,50,16,Normal
2.2076258741009536,3.125,27.590000000000032,12.0,1.5,50,16,Normal
1.8417896188218676,3.125,27.630000000000052,12.0,1.5,50,16,Normal
